event_name,Year,Season,City,Games
"Fencing Women's epee, Individual",2012,Summer,London,2012 Summer
"Wrestling Men's Featherweight, Freestyle",1972,Summer,Munich,1972 Summer
Swimming Men's 100 metres Freestyle,1968,Summer,Mexico City,1968 Summer
Swimming Men's 200 metres Freestyle,1968,Summer,Mexico City,1968 Summer
Swimming Men's 4 x 100 metres Freestyle Relay,1968,Summer,Mexico City,1968 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1968,Summer,Mexico City,1968 Summer
Swimming Men's 4 x 100 metres Medley Relay,1968,Summer,Mexico City,1968 Summer
Swimming Men's 200 metres Butterfly,1988,Summer,Seoul,1988 Summer
Rowing Men's Double Sculls,2004,Summer,Athina,2004 Summer
Weightlifting Men's Middle-Heavyweight,1992,Summer,Barcelona,1992 Summer
Swimming Men's 4 x 100 metres Freestyle Relay,1988,Summer,Seoul,1988 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1988,Summer,Seoul,1988 Summer
Swimming Men's 100 metres Backstroke,1988,Summer,Seoul,1988 Summer
Swimming Men's 200 metres Backstroke,1988,Summer,Seoul,1988 Summer
Swimming Men's 200 metres Individual Medley,1988,Summer,Seoul,1988 Summer
Swimming Men's 4 x 100 metres Medley Relay,1988,Summer,Seoul,1988 Summer
Athletics Men's 100 metres,1984,Summer,Los Angeles,1984 Summer
Athletics Men's Pole Vault,1960,Summer,Roma,1960 Summer
Swimming Men's 200 metres Individual Medley,1996,Summer,Atlanta,1996 Summer
Swimming Men's 400 metres Individual Medley,1996,Summer,Atlanta,1996 Summer
Swimming Men's 400 metres Individual Medley,2000,Summer,Sydney,2000 Summer
Badminton Women's Singles,1992,Summer,Barcelona,1992 Summer
Badminton Women's Singles,1996,Summer,Atlanta,1996 Summer
Boxing Men's Light-Middleweight,1968,Summer,Mexico City,1968 Summer
Boxing Men's Middleweight,1972,Summer,Munich,1972 Summer
Tennis Men's Singles,1988,Summer,Seoul,1988 Summer
Boxing Men's Heavyweight,2016,Summer,Rio de Janeiro,2016 Summer
"Wrestling Men's Bantamweight, Freestyle",1996,Summer,Atlanta,1996 Summer
"Wrestling Men's Featherweight, Freestyle",2000,Summer,Sydney,2000 Summer
Boxing Men's Lightweight,1996,Summer,Atlanta,1996 Summer
Boxing Men's Light-Welterweight,2000,Summer,Sydney,2000 Summer
"Wrestling Men's Super-Heavyweight, Greco-Roman",2012,Summer,London,2012 Summer
"Wrestling Men's Super-Heavyweight, Greco-Roman",2016,Summer,Rio de Janeiro,2016 Summer
"Wrestling Men's Flyweight, Freestyle",1996,Summer,Atlanta,1996 Summer
"Wrestling Men's Bantamweight, Freestyle",2000,Summer,Sydney,2000 Summer
"Athletics Women's 5,000 metres",2012,Summer,London,2012 Summer
"Wrestling Men's Middleweight, Greco-Roman",2008,Summer,Beijing,2008 Summer
Swimming Men's 100 metres Freestyle,1972,Summer,Munich,1972 Summer
Weightlifting Women's Light-Heavyweight,2008,Summer,Beijing,2008 Summer
Weightlifting Women's Heavyweight,2012,Summer,London,2012 Summer
Football Men's Football,2012,Summer,London,2012 Summer
Synchronized Swimming Women's Duet,2012,Summer,London,2012 Summer
Athletics Men's Discus Throw,1980,Summer,Moskva,1980 Summer
Athletics Men's 110 metres Hurdles,1988,Summer,Seoul,1988 Summer
Athletics Men's 110 metres Hurdles,1992,Summer,Barcelona,1992 Summer
Weightlifting Men's Featherweight,2008,Summer,Beijing,2008 Summer
Weightlifting Men's Lightweight,2012,Summer,London,2012 Summer
Boxing Men's Middleweight,2004,Summer,Athina,2004 Summer
Taekwondo Men's Featherweight,2008,Summer,Beijing,2008 Summer
Taekwondo Men's Welterweight,2012,Summer,London,2012 Summer
"Wrestling Men's Middleweight, Freestyle",2016,Summer,Rio de Janeiro,2016 Summer
Judo Men's Heavyweight,2016,Summer,Rio de Janeiro,2016 Summer
"Wrestling Men's Light-Heavyweight, Freestyle",2008,Summer,Beijing,2008 Summer
"Wrestling Men's Light-Heavyweight, Freestyle",2012,Summer,London,2012 Summer
Cycling Men's Sprint,1980,Summer,Moskva,1980 Summer
Athletics Men's Hammer Throw,1992,Summer,Barcelona,1992 Summer
Athletics Men's Hammer Throw,2000,Summer,Sydney,2000 Summer
"Cycling Men's Road Race, Individual",1988,Summer,Seoul,1988 Summer
"Cycling Men's Road Race, Individual",1996,Summer,Atlanta,1996 Summer
Boxing Men's Bantamweight,2004,Summer,Athina,2004 Summer
Athletics Men's Hammer Throw,1936,Summer,Berlin,1936 Summer
"Wrestling Men's Lightweight, Freestyle",1960,Summer,Roma,1960 Summer
Athletics Men's Long Jump,1968,Summer,Mexico City,1968 Summer
Rowing Men's Coxed Pairs,1936,Summer,Berlin,1936 Summer
Baseball Men's Baseball,2000,Summer,Sydney,2000 Summer
Baseball Men's Baseball,2008,Summer,Beijing,2008 Summer
Rowing Men's Coxed Fours,1984,Summer,Los Angeles,1984 Summer
Rowing Men's Coxed Eights,1988,Summer,Seoul,1988 Summer
Rowing Men's Coxed Eights,1992,Summer,Barcelona,1992 Summer
"Cycling Women's Road Race, Individual",1984,Summer,Los Angeles,1984 Summer
Handball Women's Handball,1980,Summer,Moskva,1980 Summer
"Athletics Men's 5,000 metres",1992,Summer,Barcelona,1992 Summer
"Athletics Men's 10,000 metres",1992,Summer,Barcelona,1992 Summer
"Cycling Men's Road Race, Individual",1992,Summer,Barcelona,1992 Summer
Cycling Men's 100 kilometres Team Time Trial,1992,Summer,Barcelona,1992 Summer
Boxing Men's Flyweight,1988,Summer,Seoul,1988 Summer
"Fencing Men's Sabre, Individual",2012,Summer,London,2012 Summer
"Fencing Men's Sabre, Individual",2016,Summer,Rio de Janeiro,2016 Summer
Football Men's Football,1924,Summer,Paris,1924 Summer
Volleyball Men's Volleyball,1972,Summer,Munich,1972 Summer
Volleyball Men's Volleyball,1976,Summer,Montreal,1976 Summer
Rhythmic Gymnastics Women's Group,2004,Summer,Athina,2004 Summer
"Art Competitions Mixed Architecture, Designs For Town Planning",1928,Summer,Amsterdam,1928 Summer
"Art Competitions Mixed Architecture, Architectural Designs",1928,Summer,Amsterdam,1928 Summer
Gymnastics Women's Individual All-Around,1972,Summer,Munich,1972 Summer
Gymnastics Women's Team All-Around,1972,Summer,Munich,1972 Summer
Gymnastics Women's Floor Exercise,1972,Summer,Munich,1972 Summer
Gymnastics Women's Horse Vault,1972,Summer,Munich,1972 Summer
Gymnastics Women's Uneven Bars,1972,Summer,Munich,1972 Summer
Gymnastics Women's Balance Beam,1972,Summer,Munich,1972 Summer
Diving Women's Springboard,2008,Summer,Beijing,2008 Summer
Diving Women's Springboard,2012,Summer,London,2012 Summer
Diving Women's Synchronized Springboard,2012,Summer,London,2012 Summer
Diving Women's Springboard,2016,Summer,Rio de Janeiro,2016 Summer
Diving Women's Synchronized Springboard,2016,Summer,Rio de Janeiro,2016 Summer
Gymnastics Women's Individual All-Around,2008,Summer,Beijing,2008 Summer
Gymnastics Women's Team All-Around,2008,Summer,Beijing,2008 Summer
Gymnastics Women's Floor Exercise,2008,Summer,Beijing,2008 Summer
Gymnastics Women's Uneven Bars,2008,Summer,Beijing,2008 Summer
Gymnastics Women's Balance Beam,2008,Summer,Beijing,2008 Summer
"Athletics Women's 10,000 metres",2000,Summer,Sydney,2000 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1924,Summer,Paris,1924 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1948,Summer,London,1948 Summer
"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",1952,Summer,Helsinki,1952 Summer
"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1952,Summer,Helsinki,1952 Summer
Sailing Mixed 7 metres,1920,Summer,Antwerpen,1920 Summer
Judo Women's Half-Middleweight,2012,Summer,London,2012 Summer
Athletics Men's Decathlon,2008,Summer,Beijing,2008 Summer
Athletics Men's Decathlon,2016,Summer,Rio de Janeiro,2016 Summer
Gymnastics Women's Individual All-Around,1960,Summer,Roma,1960 Summer
Gymnastics Women's Floor Exercise,1960,Summer,Roma,1960 Summer
Gymnastics Women's Horse Vault,1960,Summer,Roma,1960 Summer
Gymnastics Women's Uneven Bars,1960,Summer,Roma,1960 Summer
Gymnastics Women's Balance Beam,1960,Summer,Roma,1960 Summer
Rowing Men's Coxed Eights,1900,Summer,Paris,1900 Summer
Rowing Men's Coxed Eights,1904,Summer,St. Louis,1904 Summer
Athletics Women's 4 x 100 metres Relay,1996,Summer,Atlanta,1996 Summer
Athletics Men's Marathon,2000,Summer,Sydney,2000 Summer
Athletics Men's Marathon,2016,Summer,Rio de Janeiro,2016 Summer
Rowing Men's Coxed Fours,1968,Summer,Mexico City,1968 Summer
Rowing Men's Coxed Eights,1972,Summer,Munich,1972 Summer
Rowing Men's Coxed Fours,1976,Summer,Montreal,1976 Summer
Athletics Men's Hammer Throw,1912,Summer,Stockholm,1912 Summer
Athletics Men's Long Jump,1912,Summer,Stockholm,1912 Summer
Athletics Men's Triple Jump,1912,Summer,Stockholm,1912 Summer
Swimming Women's 50 metres Freestyle,1988,Summer,Seoul,1988 Summer
"Wrestling Men's Middleweight A, Greco-Roman",1912,Summer,Stockholm,1912 Summer
Athletics Women's Discus Throw,1948,Summer,London,1948 Summer
"Athletics Men's 1,500 metres",1952,Summer,Helsinki,1952 Summer
Swimming Women's 4 x 100 metres Freestyle Relay,1956,Summer,Melbourne,1956 Summer
Swimming Women's 100 metres Backstroke,1956,Summer,Melbourne,1956 Summer
"Athletics Women's 1,500 metres",2004,Summer,Athina,2004 Summer
"Athletics Women's 5,000 metres",2004,Summer,Athina,2004 Summer
"Athletics Women's 5,000 metres",2008,Summer,Beijing,2008 Summer
"Athletics Women's 10,000 metres",2008,Summer,Beijing,2008 Summer
"Shooting Women's Air Pistol, 10 metres",2000,Summer,Sydney,2000 Summer
"Shooting Women's Sporting Pistol, 25 metres",2000,Summer,Sydney,2000 Summer
Swimming Men's 100 metres Freestyle,2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Flyweight,2016,Summer,Rio de Janeiro,2016 Summer
"Canoeing Men's Kayak Doubles, 500 metres",1992,Summer,Barcelona,1992 Summer
"Canoeing Men's Kayak Singles, 500 metres",1996,Summer,Atlanta,1996 Summer
"Canoeing Men's Kayak Singles, 500 metres",2008,Summer,Beijing,2008 Summer
"Canoeing Men's Kayak Singles, 1,000 metres",2008,Summer,Beijing,2008 Summer
Badminton Men's Singles,2008,Summer,Beijing,2008 Summer
Badminton Men's Singles,2012,Summer,London,2012 Summer
Badminton Men's Singles,2016,Summer,Rio de Janeiro,2016 Summer
"Shooting Men's Running Target, 50 metres",1984,Summer,Los Angeles,1984 Summer
Diving Women's Platform,1988,Summer,Seoul,1988 Summer
Football Men's Football,1988,Summer,Seoul,1988 Summer
Athletics Men's 800 metres,1972,Summer,Munich,1972 Summer
"Athletics Men's 1,500 metres",1972,Summer,Munich,1972 Summer
Judo Women's Half-Heavyweight,2008,Summer,Beijing,2008 Summer
Athletics Men's 4 x 400 metres Relay,2008,Summer,Beijing,2008 Summer
Athletics Women's Pole Vault,2012,Summer,London,2012 Summer
Rugby Sevens Women's Rugby Sevens,2016,Summer,Rio de Janeiro,2016 Summer
"Wrestling Men's Middleweight, Freestyle",1976,Summer,Montreal,1976 Summer
"Wrestling Men's Middleweight, Freestyle",1980,Summer,Moskva,1980 Summer
Football Women's Football,2012,Summer,London,2012 Summer
Football Women's Football,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Women's 4 x 100 metres Relay,2012,Summer,London,2012 Summer
Table Tennis Men's Team,2016,Summer,Rio de Janeiro,2016 Summer
Boxing Men's Bantamweight,1980,Summer,Moskva,1980 Summer
Boxing Men's Bantamweight,1984,Summer,Los Angeles,1984 Summer
Boxing Men's Light-Flyweight,2004,Summer,Athina,2004 Summer
Water Polo Women's Water Polo,2016,Summer,Rio de Janeiro,2016 Summer
Water Polo Men's Water Polo,1928,Summer,Amsterdam,1928 Summer
Water Polo Men's Water Polo,1936,Summer,Berlin,1936 Summer
Athletics Men's 4 x 400 metres Relay,1932,Summer,Los Angeles,1932 Summer
Gymnastics Men's Team All-Around,2012,Summer,London,2012 Summer
Gymnastics Men's Floor Exercise,2012,Summer,London,2012 Summer
Gymnastics Men's Horse Vault,2012,Summer,London,2012 Summer
Gymnastics Men's Parallel Bars,2012,Summer,London,2012 Summer
Gymnastics Men's Horizontal Bar,2012,Summer,London,2012 Summer
Gymnastics Men's Rings,2012,Summer,London,2012 Summer
Gymnastics Men's Team All-Around,2016,Summer,Rio de Janeiro,2016 Summer
Gymnastics Men's Horse Vault,2016,Summer,Rio de Janeiro,2016 Summer
Rowing Women's Coxed Eights,1976,Summer,Montreal,1976 Summer
Football Men's Football,1996,Summer,Atlanta,1996 Summer
Athletics Women's 4 x 400 metres Relay,2012,Summer,London,2012 Summer
Swimming Men's 400 metres Freestyle,1972,Summer,Munich,1972 Summer
Swimming Men's 4 x 100 metres Freestyle Relay,1972,Summer,Munich,1972 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1972,Summer,Munich,1972 Summer
Swimming Men's 4 x 100 metres Medley Relay,1972,Summer,Munich,1972 Summer
Athletics Men's 4 x 100 metres Relay,1988,Summer,Seoul,1988 Summer
Swimming Men's 50 metres Freestyle,2016,Summer,Rio de Janeiro,2016 Summer
Swimming Men's 4 x 100 metres Freestyle Relay,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Men's 400 metres Hurdles,1984,Summer,Los Angeles,1984 Summer
Athletics Men's 4 x 400 metres Relay,1984,Summer,Los Angeles,1984 Summer
"Cycling Men's Road Race, Individual",1968,Summer,Mexico City,1968 Summer
Cycling Men's Sprint,1968,Summer,Mexico City,1968 Summer
"Cycling Men's 1,000 metres Time Trial",1968,Summer,Mexico City,1968 Summer
"Cycling Men's Individual Pursuit, 4,000 metres",1968,Summer,Mexico City,1968 Summer
"Cycling Men's Individual Pursuit, 4,000 metres",1972,Summer,Munich,1972 Summer
"Wrestling Men's Welterweight, Freestyle",1972,Summer,Munich,1972 Summer
Handball Men's Handball,2000,Summer,Sydney,2000 Summer
"Wrestling Men's Bantamweight, Greco-Roman",2000,Summer,Sydney,2000 Summer
Football Men's Football,1948,Summer,London,1948 Summer
Athletics Men's 400 metres Hurdles,2000,Summer,Sydney,2000 Summer
Basketball Men's Basketball,1948,Summer,London,1948 Summer
"Fencing Men's Sabre, Individual",1948,Summer,London,1948 Summer
"Fencing Men's Sabre, Team",1948,Summer,London,1948 Summer
Boxing Men's Light-Flyweight,1988,Summer,Seoul,1988 Summer
Athletics Men's Triple Jump,2004,Summer,Athina,2004 Summer
Athletics Men's Triple Jump,2008,Summer,Beijing,2008 Summer
Boxing Men's Bantamweight,1992,Summer,Barcelona,1992 Summer
Athletics Men's Triple Jump,1988,Summer,Seoul,1988 Summer
Boxing Men's Welterweight,1984,Summer,Los Angeles,1984 Summer
"Wrestling Men's Bantamweight, Freestyle",1984,Summer,Los Angeles,1984 Summer
"Athletics Men's 5,000 metres",2012,Summer,London,2012 Summer
"Fencing Men's Foil, Individual",2012,Summer,London,2012 Summer
"Fencing Men's Foil, Team",2012,Summer,London,2012 Summer
"Fencing Men's Foil, Individual",2016,Summer,Rio de Janeiro,2016 Summer
"Fencing Men's Foil, Team",2016,Summer,Rio de Janeiro,2016 Summer
Diving Men's Platform,1968,Summer,Mexico City,1968 Summer
Judo Men's Half-Middleweight,2004,Summer,Athina,2004 Summer
Hockey Men's Hockey,1956,Summer,Melbourne,1956 Summer
Athletics Men's 110 metres Hurdles,1972,Summer,Munich,1972 Summer
Handball Women's Handball,1996,Summer,Atlanta,1996 Summer
Athletics Men's Decathlon,1912,Summer,Stockholm,1912 Summer
Gymnastics Men's Individual All-Around,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Team All-Around,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Floor Exercise,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Horse Vault,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Parallel Bars,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Horizontal Bar,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Rings,1936,Summer,Berlin,1936 Summer
Gymnastics Men's Pommelled Horse,1936,Summer,Berlin,1936 Summer
"Canoeing Men's Kayak Doubles, 500 metres",1988,Summer,Seoul,1988 Summer
"Canoeing Men's Kayak Fours, 1,000 metres",1988,Summer,Seoul,1988 Summer
"Canoeing Men's Kayak Fours, 1,000 metres",1992,Summer,Barcelona,1992 Summer
Gymnastics Men's Team All-Around,1906,Summer,Athina,1906 Summer
Swimming Men's 100 metres Backstroke,1976,Summer,Montreal,1976 Summer
Swimming Men's 4 x 100 metres Medley Relay,1976,Summer,Montreal,1976 Summer
Swimming Men's 100 metres Backstroke,1980,Summer,Moskva,1980 Summer
Swimming Men's 4 x 100 metres Medley Relay,1980,Summer,Moskva,1980 Summer
Rowing Women's Lightweight Double Sculls,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Women's 800 metres,1984,Summer,Los Angeles,1984 Summer
Athletics Women's 4 x 400 metres Relay,1984,Summer,Los Angeles,1984 Summer
Athletics Women's 800 metres,1988,Summer,Seoul,1988 Summer
Athletics Women's 4 x 400 metres Relay,1988,Summer,Seoul,1988 Summer
Athletics Women's 800 metres,1992,Summer,Barcelona,1992 Summer
Athletics Women's 4 x 400 metres Relay,1996,Summer,Atlanta,1996 Summer
Rowing Women's Coxed Quadruple Sculls,1980,Summer,Moskva,1980 Summer
"Wrestling Men's Middleweight, Greco-Roman",2000,Summer,Sydney,2000 Summer
"Wrestling Men's Light-Heavyweight, Greco-Roman",2008,Summer,Beijing,2008 Summer
Athletics Men's 200 metres,1984,Summer,Los Angeles,1984 Summer
Athletics Men's 100 metres,1976,Summer,Montreal,1976 Summer
Athletics Men's 100 metres,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 200 metres,1920,Summer,Antwerpen,1920 Summer
Athletics Men's 100 metres,1924,Summer,Paris,1924 Summer
Athletics Men's 200 metres,1924,Summer,Paris,1924 Summer
Athletics Men's 4 x 100 metres Relay,1924,Summer,Paris,1924 Summer
Athletics Men's 100 metres,1906,Summer,Athina,1906 Summer
Athletics Men's Long Jump,1906,Summer,Athina,1906 Summer
"Gymnastics Men's Team All-Around, Free System",1912,Summer,Stockholm,1912 Summer
Weightlifting Men's Lightweight,1984,Summer,Los Angeles,1984 Summer
Handball Men's Handball,1972,Summer,Munich,1972 Summer
"Fencing Men's Foil, Individual",1960,Summer,Roma,1960 Summer
"Fencing Men's epee, Individual",1960,Summer,Roma,1960 Summer
"Fencing Men's epee, Team",1960,Summer,Roma,1960 Summer
"Fencing Men's epee, Individual",1964,Summer,Tokyo,1964 Summer
"Fencing Men's epee, Team",1964,Summer,Tokyo,1964 Summer
Athletics Women's Shot Put,2016,Summer,Rio de Janeiro,2016 Summer
Rhythmic Gymnastics Women's Individual,1996,Summer,Atlanta,1996 Summer
"Canoeing Men's Kayak Singles, Slalom",1996,Summer,Atlanta,1996 Summer
Boxing Men's Heavyweight,1960,Summer,Roma,1960 Summer
Archery Men's Individual,2008,Summer,Beijing,2008 Summer
Archery Men's Team,2008,Summer,Beijing,2008 Summer
Volleyball Men's Volleyball,2004,Summer,Athina,2004 Summer
Swimming Women's 4 x 100 metres Freestyle Relay,1988,Summer,Seoul,1988 Summer
Volleyball Women's Volleyball,1964,Summer,Tokyo,1964 Summer
Athletics Women's 400 metres,2016,Summer,Rio de Janeiro,2016 Summer
Cycling Men's Sprint,1988,Summer,Seoul,1988 Summer
Athletics Men's Shot Put,2016,Summer,Rio de Janeiro,2016 Summer
Athletics Men's 4 x 400 metres Relay,1988,Summer,Seoul,1988 Summer
Athletics Men's 800 metres,1996,Summer,Atlanta,1996 Summer
Athletics Men's 200 metres,2008,Summer,Beijing,2008 Summer
Athletics Men's 200 metres,2012,Summer,London,2012 Summer
Trampolining Men's Individual,2016,Summer,Rio de Janeiro,2016 Summer
"Wrestling Men's Flyweight, Freestyle",1976,Summer,Montreal,1976 Summer
Gymnastics Men's Individual All-Around,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Floor Exercise,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Horse Vault,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Parallel Bars,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Horizontal Bar,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Rings,1968,Summer,Mexico City,1968 Summer
Gymnastics Men's Pommelled Horse,1968,Summer,Mexico City,1968 Summer
Swimming Men's 200 metres Breaststroke,1976,Summer,Montreal,1976 Summer
Swimming Men's 200 metres Butterfly,1976,Summer,Montreal,1976 Summer
Swimming Men's 400 metres Individual Medley,1976,Summer,Montreal,1976 Summer
Beach Volleyball Men's Beach Volleyball,2008,Summer,Beijing,2008 Summer
Basketball Men's Basketball,1980,Summer,Moskva,1980 Summer
Swimming Men's 400 metres Freestyle,1976,Summer,Montreal,1976 Summer
Swimming Men's 4 x 200 metres Freestyle Relay,1976,Summer,Montreal,1976 Summer
Swimming Men's 100 metres Freestyle,1980,Summer,Moskva,1980 Summer
Swimming Men's 200 metres Freestyle,1980,Summer,Moskva,1980 Summer
Athletics Women's Marathon,2012,Summer,London,2012 Summer
